ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval,FNS30966,30966.TXT,0.16668,0.05569,0.08349,3

ROUGE-SU4+StopWordRemoval,FNS30966,30966.TXT,0.26620,0.09398,0.13891,3

ROUGE-L+StopWordRemoval,FNS30967,30967.TXT,0.53127,0.19062,0.28057,3

ROUGE-1+StopWordRemoval,FNS30967,30967.TXT,0.50481,0.20040,0.28691,3

ROUGE-2+StopWordRemoval,FNS30967,30967.TXT,0.18841,0.06993,0.10200,3

ROUGE-SU4+StopWordRemoval,FNS30967,30967.TXT,0.26614,0.11437,0.15999,3

ROUGE-L+StopWordRemoval,FNS30968,30968.TXT,0.50970,0.15631,0.23925,3

ROUGE-1+StopWordRemoval,FNS30968,30968.TXT,0.61913,0.13942,0.22759,3

ROUGE-2+StopWordRemoval,FNS30968,30968.TXT,0.24693,0.05149,0.08521,3

ROUGE-SU4+StopWordRemoval,FNS30968,30968.TXT,0.36728,0.07632,0.12638,3

ROUGE-L+StopWordRemoval,FNS31938,31938.TXT,0.56048,0.26850,0.36307,3

ROUGE-1+StopWordRemoval,FNS31938,31938.TXT,0.59117,0.18896,0.28638,3

ROUGE-2+StopWordRemoval,FNS31938,31938.TXT,0.22033,0.07038,0.10669,3

ROUGE-SU4+StopWordRemoval,FNS31938,31938.TXT,0.32953,0.10854,0.16329,3

ROUGE-L+StopWordRemoval,FNS31817,31817.TXT,0.50261,0.22650,0.31228,4

ROUGE-1+StopWordRemoval,FNS31817,31817.TXT,0.57693,0.15141,0.23987,4

ROUGE-2+StopWordRemoval,FNS31817,31817.TXT,0.22566,0.05863,0.09308,4

ROUGE-SU4+StopWordRemoval,FNS31817,31817.TXT,0.33298,0.08597,0.13666,4

ROUGE-L+StopWordRemoval,FNS31939,31939.TXT,0.52831,0.49878,0.51312,3

ROUGE-1+StopWordRemoval,FNS31939,31939.TXT,0.53223,0.44078,0.48221,3

ROUGE-2+StopWordRemoval,FNS31939,31939.TXT,0.29274,0.28550,0.28907,3

ROUGE-SU4+StopWordRemoval,FNS31939,31939.TXT,0.37158,0.33250,0.35096,3

ROUGE-L+StopWordRemoval,FNS31101,31101.TXT,0.47873,0.28006,0.35339,3

ROUGE-1+StopWordRemoval,FNS31101,31101.TXT,0.63122,0.19573,0.29880,3

ROUGE-2+StopWordRemoval,FNS31101,31101.TXT,0.27693,0.08929,0.13504,3

ROUGE-SU4+StopWordRemoval,FNS31101,31101.TXT,0.36750,0.11628,0.17666,3

ROUGE-L+StopWordRemoval,FNS32553,32553.TXT,0.49571,0.24075,0.32410,4

ROUGE-1+StopWordRemoval,FNS32553,32553.TXT,0.52906,0.17460,0.26255,4

ROUGE-2+StopWordRemoval,FNS32553,32553.TXT,0.17457,0.05603,0.08483,4

ROUGE-SU4+StopWordRemoval,FNS32553,32553.TXT,0.29000,0.08835,0.13544,4

ROUGE-L+StopWordRemoval,FNS32555,32555.TXT,0.57003,0.17516,0.26797,3

ROUGE-1+StopWordRemoval,FNS32555,32555.TXT,0.51034,0.12084,0.19540,3

ROUGE-2+StopWordRemoval,FNS32555,32555.TXT,0.22496,0.04469,0.07456,3

ROUGE-SU4+StopWordRemoval,FNS32555,32555.TXT,0.30073,0.06105,0.10150,3

ROUGE-L+StopWordRemoval,FNS31224,31224.TXT,0.59546,0.22009,0.32139,4

ROUGE-1+StopWordRemoval,FNS31224,31224.TXT,0.67328,0.15115,0.24688,4

ROUGE-2+StopWordRemoval,FNS31224,31224.TXT,0.35198,0.07429,0.12269,4

ROUGE-SU4+StopWordRemoval,FNS31224,31224.TXT,0.43911,0.09054,0.15012,4

ROUGE-L+StopWordRemoval,FNS32556,32556.TXT,0.46017,0.28367,0.35098,3

ROUGE-1+StopWordRemoval,FNS32556,32556.TXT,0.58828,0.17467,0.26937,3

ROUGE-2+StopWordRemoval,FNS32556,32556.TXT,0.20160,0.05695,0.08881,3

ROUGE-SU4+StopWordRemoval,FNS32556,32556.TXT,0.32442,0.09007,0.14100,3

ROUGE-L+StopWordRemoval,FNS31589,31589.TXT,0.51841,0.19328,0.28158,6

ROUGE-1+StopWordRemoval,FNS31589,31589.TXT,0.51025,0.13010,0.20733,6

ROUGE-2+StopWordRemoval,FNS31589,31589.TXT,0.21349,0.04915,0.07990,6

ROUGE-SU4+StopWordRemoval,FNS31589,31589.TXT,0.30424,0.07219,0.11670,6

ROUGE-L+StopWordRemoval,FNS31105,31105.TXT,0.51852,0.24446,0.33227,3

ROUGE-1+StopWordRemoval,FNS31105,31105.TXT,0.64167,0.17796,0.27864,3

ROUGE-2+StopWordRemoval,FNS31105,31105.TXT,0.26133,0.06830,0.10829,3

ROUGE-SU4+StopWordRemoval,FNS31105,31105.TXT,0.38079,0.09138,0.14739,3

ROUGE-L+StopWordRemoval,FNS32557,32557.TXT,0.49580,0.25201,0.33417,4

ROUGE-1+StopWordRemoval,FNS32557,32557.TXT,0.62842,0.18454,0.28530,4

ROUGE-2+StopWordRemoval,FNS32557,32557.TXT,0.21878,0.06071,0.09504,4

ROUGE-SU4+StopWordRemoval,FNS32557,32557.TXT,0.35130,0.09274,0.14674,4

ROUGE-L+StopWordRemoval,FNS31469,31469.TXT,0.46954,0.25368,0.32940,4

ROUGE-1+StopWordRemoval,FNS31469,31469.TXT,0.53730,0.19866,0.29007,4

ROUGE-2+StopWordRemoval,FNS31469,31469.TXT,0.16871,0.06078,0.08937,4

ROUGE-SU4+StopWordRemoval,FNS31469,31469.TXT,0.27849,0.09598,0.14276,4

ROUGE-L+StopWordRemoval,FNS32437,32437.TXT,0.60177,0.01802,0.03500,3

ROUGE-1+StopWordRemoval,FNS32437,32437.TXT,0.59405,0.00540,0.01069,3

ROUGE-2+StopWordRemoval,FNS32437,32437.TXT,0.25036,0.00162,0.00323,3

ROUGE-SU4+StopWordRemoval,FNS32437,32437.TXT,0.42307,0.00219,0.00435,3

ROUGE-L+StopWordRemoval,FNS33083,33083.TXT,0.45263,0.28315,0.34837,3

ROUGE-1+StopWordRemoval,FNS33083,33083.TXT,0.51325,0.16766,0.25275,3

ROUGE-2+StopWordRemoval,FNS33083,33083.TXT,0.17948,0.05287,0.08168,3

ROUGE-SU4+StopWordRemoval,FNS33083,33083.TXT,0.28286,0.08231,0.12752,3

ROUGE-L+StopWordRemoval,FNS32792,32792.TXT,0.52052,0.21031,0.29958,3

ROUGE-1+StopWordRemoval,FNS32792,32792.TXT,0.54365,0.13823,0.22042,3

ROUGE-2+StopWordRemoval,FNS32792,32792.TXT,0.24096,0.05531,0.08997,3

ROUGE-SU4+StopWordRemoval,FNS32792,32792.TXT,0.30790,0.07816,0.12467,3

ROUGE-L+StopWordRemoval,FNS31220,31220.TXT,0.63833,0.18536,0.28729,3

ROUGE-1+StopWordRemoval,FNS31220,31220.TXT,0.73319,0.11849,0.20401,3

ROUGE-2+StopWordRemoval,FNS31220,31220.TXT,0.33295,0.05178,0.08963,3

ROUGE-SU4+StopWordRemoval,FNS31220,31220.TXT,0.45482,0.06694,0.11670,3

ROUGE-L+StopWordRemoval,FNS31462,31462.TXT,0.57404,0.17913,0.27305,4

ROUGE-1+StopWordRemoval,FNS31462,31462.TXT,0.57815,0.11150,0.18695,4

ROUGE-2+StopWordRemoval,FNS31462,31462.TXT,0.23429,0.04534,0.07598,4

ROUGE-SU4+StopWordRemoval,FNS31462,31462.TXT,0.34297,0.06217,0.10526,4

ROUGE-L+StopWordRemoval,FNS30817,30817.TXT,0.60866,0.16599,0.26085,3

ROUGE-1+StopWordRemoval,FNS30817,30817.TXT,0.53224,0.09023,0.15430,3

ROUGE-2+StopWordRemoval,FNS30817,30817.TXT,0.22405,0.03743,0.06414,3

ROUGE-SU4+StopWordRemoval,FNS30817,30817.TXT,0.29622,0.05157,0.08784,3

ROUGE-L+StopWordRemoval,FNS30816,30816.TXT,0.63527,0.16119,0.25714,3

ROUGE-1+StopWordRemoval,FNS30816,30816.TXT,0.63052,0.09944,0.17178,3

ROUGE-2+StopWordRemoval,FNS30816,30816.TXT,0.27874,0.03665,0.06478,3

ROUGE-SU4+StopWordRemoval,FNS30816,30816.TXT,0.35122,0.05252,0.09138,3

ROUGE-L+StopWordRemoval,FNS30815,30815.TXT,0.43011,0.38462,0.40609,3

ROUGE-1+StopWordRemoval,FNS30815,30815.TXT,0.52862,0.32541,0.40284,3

ROUGE-2+StopWordRemoval,FNS30815,30815.TXT,0.18320,0.10776,0.13570,3

ROUGE-SU4+StopWordRemoval,FNS30815,30815.TXT,0.28924,0.17035,0.21441,3

ROUGE-L+StopWordRemoval,FNS30813,30813.TXT,0.50064,0.27869,0.35806,3

ROUGE-1+StopWordRemoval,FNS30813,30813.TXT,0.55733,0.21415,0.30941,3

ROUGE-2+StopWordRemoval,FNS30813,30813.TXT,0.22074,0.07826,0.11555,3

ROUGE-SU4+StopWordRemoval,FNS30813,30813.TXT,0.34294,0.11485,0.17207,3

ROUGE-L+StopWordRemoval,FNS33090,33090.TXT,0.47608,0.21304,0.29436,4

ROUGE-1+StopWordRemoval,FNS33090,33090.TXT,0.51488,0.12008,0.19475,4

ROUGE-2+StopWordRemoval,FNS33090,33090.TXT,0.20789,0.04634,0.07579,4

ROUGE-SU4+StopWordRemoval,FNS33090,33090.TXT,0.29010,0.06240,0.10271,4

ROUGE-L+StopWordRemoval,FNS31109,31109.TXT,0.51551,0.20178,0.29003,4

ROUGE-1+StopWordRemoval,FNS31109,31109.TXT,0.55677,0.13582,0.21836,4

ROUGE-2+StopWordRemoval,FNS31109,31109.TXT,0.21700,0.05326,0.08553,4

ROUGE-SU4+StopWordRemoval,FNS31109,31109.TXT,0.31025,0.07631,0.12249,4

ROUGE-L+StopWordRemoval,FNS30819,30819.TXT,0.62369,0.26062,0.36762,4

ROUGE-1+StopWordRemoval,FNS30819,30819.TXT,0.62512,0.18558,0.28620,4

ROUGE-2+StopWordRemoval,FNS30819,30819.TXT,0.30605,0.08883,0.13769,4

ROUGE-SU4+StopWordRemoval,FNS30819,30819.TXT,0.39279,0.11014,0.17204,4

ROUGE-L+StopWordRemoval,FNS32684,32684.TXT,0.57837,0.17351,0.26694,4

ROUGE-1+StopWordRemoval,FNS32684,32684.TXT,0.61789,0.11338,0.19161,4

ROUGE-2+StopWordRemoval,FNS32684,32684.TXT,0.29210,0.05055,0.08618,4

ROUGE-SU4+StopWordRemoval,FNS32684,32684.TXT,0.37487,0.06500,0.11079,4

ROUGE-L+StopWordRemoval,FNS31474,31474.TXT,0.51446,0.20150,0.28957,3

ROUGE-1+StopWordRemoval,FNS31474,31474.TXT,0.54920,0.12001,0.19698,3

ROUGE-2+StopWordRemoval,FNS31474,31474.TXT,0.18175,0.03924,0.06455,3

ROUGE-SU4+StopWordRemoval,FNS31474,31474.TXT,0.29677,0.06338,0.10445,3

ROUGE-L+StopWordRemoval,FNS31595,31595.TXT,0.54305,0.19862,0.29086,3

ROUGE-1+StopWordRemoval,FNS31595,31595.TXT,0.62244,0.15704,0.25081,3

ROUGE-2+StopWordRemoval,FNS31595,31595.TXT,0.23566,0.05905,0.09443,3

ROUGE-SU4+StopWordRemoval,FNS31595,31595.TXT,0.35602,0.08370,0.13554,3

ROUGE-L+StopWordRemoval,FNS31114,31114.TXT,0.61114,0.17239,0.26892,4

ROUGE-1+StopWordRemoval,FNS31114,31114.TXT,0.64471,0.11768,0.19903,4

ROUGE-2+StopWordRemoval,FNS31114,31114.TXT,0.30802,0.05096,0.08744,4

ROUGE-SU4+StopWordRemoval,FNS31114,31114.TXT,0.40691,0.06665,0.11454,4

ROUGE-L+StopWordRemoval,FNS32688,32688.TXT,0.49069,0.28301,0.35897,4

ROUGE-1+StopWordRemoval,FNS32688,32688.TXT,0.49974,0.20703,0.29277,4

ROUGE-2+StopWordRemoval,FNS32688,32688.TXT,0.18991,0.07147,0.10386,4

ROUGE-SU4+StopWordRemoval,FNS32688,32688.TXT,0.28994,0.10703,0.15634,4

ROUGE-L+StopWordRemoval,FNS31478,31478.TXT,0.44225,0.29178,0.35159,3

ROUGE-1+StopWordRemoval,FNS31478,31478.TXT,0.53485,0.21400,0.30569,3

ROUGE-2+StopWordRemoval,FNS31478,31478.TXT,0.20000,0.07643,0.11060,3

ROUGE-SU4+StopWordRemoval,FNS31478,31478.TXT,0.29580,0.11143,0.16188,3

ROUGE-L+StopWordRemoval,FNS30940,30940.TXT,0.59840,0.15560,0.24698,4

ROUGE-1+StopWordRemoval,FNS30940,30940.TXT,0.61109,0.10349,0.17701,4

ROUGE-2+StopWordRemoval,FNS30940,30940.TXT,0.29290,0.04723,0.08135,4

ROUGE-SU4+StopWordRemoval,FNS30940,30940.TXT,0.37774,0.06104,0.10509,4

ROUGE-L+StopWordRemoval,FNS31358,31358.TXT,0.59062,0.29688,0.39514,4

ROUGE-1+StopWordRemoval,FNS31358,31358.TXT,0.62511,0.24038,0.34723,4

ROUGE-2+StopWordRemoval,FNS31358,31358.TXT,0.27027,0.11979,0.16601,4

ROUGE-SU4+StopWordRemoval,FNS31358,31358.TXT,0.37484,0.15453,0.21884,4

ROUGE-L+StopWordRemoval,FNS30941,30941.TXT,0.66187,0.26637,0.37986,3

ROUGE-1+StopWordRemoval,FNS30941,30941.TXT,0.69108,0.20834,0.32017,3

ROUGE-2+StopWordRemoval,FNS30941,30941.TXT,0.35425,0.11347,0.17189,3

ROUGE-SU4+StopWordRemoval,FNS30941,30941.TXT,0.44573,0.13766,0.21035,3

ROUGE-L+StopWordRemoval,FNS30821,30821.TXT,0.55163,0.28976,0.37994,4

ROUGE-1+StopWordRemoval,FNS30821,30821.TXT,0.59611,0.20673,0.30699,4

ROUGE-2+StopWordRemoval,FNS30821,30821.TXT,0.22687,0.07523,0.11299,4

ROUGE-SU4+StopWordRemoval,FNS30821,30821.TXT,0.34390,0.11160,0.16852,4

ROUGE-L+StopWordRemoval,FNS30820,30820.TXT,0.49222,0.35213,0.41055,3

ROUGE-1+StopWordRemoval,FNS30820,30820.TXT,0.48026,0.34339,0.40045,3

ROUGE-2+StopWordRemoval,FNS30820,30820.TXT,0.18611,0.12209,0.14745,3

ROUGE-SU4+StopWordRemoval,FNS30820,30820.TXT,0.27023,0.19039,0.22339,3

ROUGE-L+StopWordRemoval,FNS33097,33097.TXT,0.36448,0.34552,0.35475,3

ROUGE-1+StopWordRemoval,FNS33097,33097.TXT,0.42567,0.28612,0.34222,3

ROUGE-2+StopWordRemoval,FNS33097,33097.TXT,0.12813,0.09485,0.10901,3

ROUGE-SU4+StopWordRemoval,FNS33097,33097.TXT,0.21044,0.15921,0.18127,3

ROUGE-L+StopWordRemoval,FNS32560,32560.TXT,0.53199,0.20946,0.30057,4

ROUGE-1+StopWordRemoval,FNS32560,32560.TXT,0.59353,0.12806,0.21067,4

ROUGE-2+StopWordRemoval,FNS32560,32560.TXT,0.19630,0.04049,0.06713,4

ROUGE-SU4+StopWordRemoval,FNS32560,32560.TXT,0.32495,0.06836,0.11296,4

ROUGE-L+StopWordRemoval,FNS33098,33098.TXT,0.53515,0.31894,0.39968,3

ROUGE-1+StopWordRemoval,FNS33098,33098.TXT,0.50690,0.27353,0.35532,3

ROUGE-2+StopWordRemoval,FNS33098,33098.TXT,0.22340,0.11938,0.15561,3

ROUGE-SU4+StopWordRemoval,FNS33098,33098.TXT,0.29769,0.15901,0.20730,3

ROUGE-L+StopWordRemoval,FNS32561,32561.TXT,0.49468,0.25772,0.33889,3

ROUGE-1+StopWordRemoval,FNS32561,32561.TXT,0.53341,0.18019,0.26939,3

ROUGE-2+StopWordRemoval,FNS32561,32561.TXT,0.18116,0.05786,0.08771,3

ROUGE-SU4+StopWordRemoval,FNS32561,32561.TXT,0.29297,0.09215,0.14020,3

ROUGE-L+StopWordRemoval,FNS32562,32562.TXT,0.57388,0.12438,0.20445,3

ROUGE-1+StopWordRemoval,FNS32562,32562.TXT,0.65532,0.05650,0.10404,3

ROUGE-2+StopWordRemoval,FNS32562,32562.TXT,0.25640,0.01963,0.03647,3

ROUGE-SU4+StopWordRemoval,FNS32562,32562.TXT,0.39407,0.02923,0.05442,3

ROUGE-L+StopWordRemoval,FNS30822,30822.TXT,0.49111,0.29988,0.37238,3

ROUGE-1+StopWordRemoval,FNS30822,30822.TXT,0.57823,0.19372,0.29022,3

ROUGE-2+StopWordRemoval,FNS30822,30822.TXT,0.19989,0.06423,0.09722,3

ROUGE-SU4+StopWordRemoval,FNS30822,30822.TXT,0.31465,0.10042,0.15225,3

ROUGE-L+StopWordRemoval,FNS30943,30943.TXT,0.60986,0.18715,0.28641,4

ROUGE-1+StopWordRemoval,FNS30943,30943.TXT,0.66569,0.12225,0.20657,4

ROUGE-2+StopWordRemoval,FNS30943,30943.TXT,0.31724,0.05268,0.09035,4

ROUGE-SU4+StopWordRemoval,FNS30943,30943.TXT,0.41029,0.06703,0.11523,4

ROUGE-L+StopWordRemoval,FNS30946,30946.TXT,0.45871,0.33117,0.38464,3

ROUGE-1+StopWordRemoval,FNS30946,30946.TXT,0.58318,0.24206,0.34212,3

ROUGE-2+StopWordRemoval,FNS30946,30946.TXT,0.21642,0.08874,0.12587,3

ROUGE-SU4+StopWordRemoval,FNS30946,30946.TXT,0.32784,0.12728,0.18337,3

ROUGE-L+StopWordRemoval,FNS31914,31914.TXT,0.54054,0.15107,0.23615,4

ROUGE-1+StopWordRemoval,FNS31914,31914.TXT,0.55294,0.09224,0.15811,4

ROUGE-2+StopWordRemoval,FNS31914,31914.TXT,0.24570,0.03503,0.06131,4

ROUGE-SU4+StopWordRemoval,FNS31914,31914.TXT,0.34066,0.05026,0.08759,4

ROUGE-L+StopWordRemoval,FNS30947,30947.TXT,0.51052,0.21502,0.30259,4

ROUGE-1+StopWordRemoval,FNS30947,30947.TXT,0.56892,0.13356,0.21633,4

ROUGE-2+StopWordRemoval,FNS30947,30947.TXT,0.18049,0.03843,0.06336,4

ROUGE-SU4+StopWordRemoval,FNS30947,30947.TXT,0.31113,0.06305,0.10485,4

ROUGE-L+StopWordRemoval,FNS30948,30948.TXT,0.49326,0.18103,0.26486,4

ROUGE-1+StopWordRemoval,FNS30948,30948.TXT,0.49773,0.09180,0.15501,4

ROUGE-2+StopWordRemoval,FNS30948,30948.TXT,0.20367,0.03458,0.05912,4

ROUGE-SU4+StopWordRemoval,FNS30948,30948.TXT,0.28433,0.05018,0.08530,4

ROUGE-L+StopWordRemoval,FNS32651,32651.TXT,0.61196,0.24387,0.34876,3

ROUGE-1+StopWordRemoval,FNS32651,32651.TXT,0.65924,0.21492,0.32416,3

ROUGE-2+StopWordRemoval,FNS32651,32651.TXT,0.35972,0.11726,0.17686,3

ROUGE-SU4+StopWordRemoval,FNS32651,32651.TXT,0.43907,0.14085,0.21328,3

ROUGE-L+StopWordRemoval,FNS32773,32773.TXT,0.53644,0.15668,0.24252,3

ROUGE-1+StopWordRemoval,FNS32773,32773.TXT,0.57039,0.09627,0.16473,3

ROUGE-2+StopWordRemoval,FNS32773,32773.TXT,0.17485,0.02982,0.05096,3

ROUGE-SU4+StopWordRemoval,FNS32773,32773.TXT,0.29063,0.05153,0.08753,3

ROUGE-L+StopWordRemoval,FNS32531,32531.TXT,0.49608,0.25589,0.33762,3

ROUGE-1+StopWordRemoval,FNS32531,32531.TXT,0.53423,0.16198,0.24859,3

ROUGE-2+StopWordRemoval,FNS32531,32531.TXT,0.20543,0.05710,0.08936,3

ROUGE-SU4+StopWordRemoval,FNS32531,32531.TXT,0.29960,0.08476,0.13214,3

ROUGE-L+StopWordRemoval,FNS31685,31685.TXT,0.61406,0.17636,0.27402,3

ROUGE-1+StopWordRemoval,FNS31685,31685.TXT,0.57861,0.10789,0.18187,3

ROUGE-2+StopWordRemoval,FNS31685,31685.TXT,0.25064,0.04015,0.06921,3

ROUGE-SU4+StopWordRemoval,FNS31685,31685.TXT,0.32310,0.05103,0.08814,3

ROUGE-L+StopWordRemoval,FNS31201,31201.TXT,0.50581,0.18084,0.26643,4

ROUGE-1+StopWordRemoval,FNS31201,31201.TXT,0.56406,0.10133,0.17179,4

ROUGE-2+StopWordRemoval,FNS31201,31201.TXT,0.20451,0.03261,0.05625,4

ROUGE-SU4+StopWordRemoval,FNS31201,31201.TXT,0.32758,0.04923,0.08559,4

ROUGE-L+StopWordRemoval,FNS31202,31202.TXT,0.49220,0.22419,0.30807,3

ROUGE-1+StopWordRemoval,FNS31202,31202.TXT,0.52696,0.14745,0.23042,3

ROUGE-2+StopWordRemoval,FNS31202,31202.TXT,0.19745,0.04699,0.07591,3

ROUGE-SU4+StopWordRemoval,FNS31202,31202.TXT,0.29869,0.07648,0.12179,3

ROUGE-L+StopWordRemoval,FNS31203,31203.TXT,0.50519,0.35217,0.41502,3

ROUGE-1+StopWordRemoval,FNS31203,31203.TXT,0.57482,0.26992,0.36735,3

ROUGE-2+StopWordRemoval,FNS31203,31203.TXT,0.23448,0.10176,0.14193,3

ROUGE-SU4+StopWordRemoval,FNS31203,31203.TXT,0.33640,0.14303,0.20072,3

ROUGE-L+StopWordRemoval,FNS31567,31567.TXT,0.50891,0.18750,0.27404,4

ROUGE-1+StopWordRemoval,FNS31567,31567.TXT,0.51275,0.12339,0.19892,4

ROUGE-2+StopWordRemoval,FNS31567,31567.TXT,0.18970,0.03990,0.06593,4

ROUGE-SU4+StopWordRemoval,FNS31567,31567.TXT,0.29588,0.06228,0.10290,4

ROUGE-L+StopWordRemoval,FNS31204,31204.TXT,0.47365,0.21848,0.29903,3

ROUGE-1+StopWordRemoval,FNS31204,31204.TXT,0.56502,0.21899,0.31564,3

ROUGE-2+StopWordRemoval,FNS31204,31204.TXT,0.20176,0.07355,0.10780,3

ROUGE-SU4+StopWordRemoval,FNS31204,31204.TXT,0.32538,0.11797,0.17316,3

ROUGE-L+StopWordRemoval,FNS32414,32414.TXT,0.52190,0.39626,0.45048,3

ROUGE-1+StopWordRemoval,FNS32414,32414.TXT,0.65130,0.29527,0.40633,3

ROUGE-2+StopWordRemoval,FNS32414,32414.TXT,0.31392,0.14508,0.19845,3

ROUGE-SU4+StopWordRemoval,FNS32414,32414.TXT,0.40363,0.18499,0.25371,3

ROUGE-L+StopWordRemoval,FNS31568,31568.TXT,0.61822,0.21558,0.31969,3

ROUGE-1+StopWordRemoval,FNS31568,31568.TXT,0.69744,0.15880,0.25870,3

ROUGE-2+StopWordRemoval,FNS31568,31568.TXT,0.34189,0.07506,0.12309,3

ROUGE-SU4+StopWordRemoval,FNS31568,31568.TXT,0.43369,0.09494,0.15577,3

ROUGE-L+StopWordRemoval,FNS32657,32657.TXT,0.53406,0.20623,0.29756,3

ROUGE-1+StopWordRemoval,FNS32657,32657.TXT,0.61912,0.10592,0.18090,3

ROUGE-2+StopWordRemoval,FNS32657,32657.TXT,0.22438,0.03410,0.05921,3

ROUGE-SU4+StopWordRemoval,FNS32657,32657.TXT,0.34178,0.05078,0.08842,3

ROUGE-L+StopWordRemoval,FNS32097,32097.TXT,0.51523,0.16096,0.24529,4

ROUGE-1+StopWordRemoval,FNS32097,32097.TXT,0.55134,0.08512,0.14747,4

ROUGE-2+StopWordRemoval,FNS32097,32097.TXT,0.16952,0.02403,0.04209,4

ROUGE-SU4+StopWordRemoval,FNS32097,32097.TXT,0.28890,0.04028,0.07071,4

ROUGE-L+StopWordRemoval,FNS32098,32098.TXT,0.47514,0.38089,0.42283,4

ROUGE-1+StopWordRemoval,FNS32098,32098.TXT,0.46762,0.35092,0.40095,4

ROUGE-2+StopWordRemoval,FNS32098,32098.TXT,0.17302,0.12304,0.14381,4

ROUGE-SU4+StopWordRemoval,FNS32098,32098.TXT,0.26812,0.18727,0.22052,4

ROUGE-L+StopWordRemoval,FNS31681,31681.TXT,0.53817,0.37740,0.44367,4

ROUGE-1+StopWordRemoval,FNS31681,31681.TXT,0.64281,0.31857,0.42602,4

ROUGE-2+StopWordRemoval,FNS31681,31681.TXT,0.28473,0.14711,0.19399,4

ROUGE-SU4+StopWordRemoval,FNS31681,31681.TXT,0.38476,0.19244,0.25656,4

ROUGE-L+StopWordRemoval,FNS32771,32771.TXT,0.57144,0.23452,0.33256,4

ROUGE-1+StopWordRemoval,FNS32771,32771.TXT,0.60488,0.14806,0.23789,4

ROUGE-2+StopWordRemoval,FNS32771,32771.TXT,0.25672,0.06081,0.09833,4

ROUGE-SU4+StopWordRemoval,FNS32771,32771.TXT,0.34559,0.08466,0.13600,4

ROUGE-L+StopWordRemoval,FNS31440,31440.TXT,0.52822,0.24548,0.33518,3

ROUGE-1+StopWordRemoval,FNS31440,31440.TXT,0.55066,0.18975,0.28224,3

ROUGE-2+StopWordRemoval,FNS31440,31440.TXT,0.21925,0.07324,0.10980,3

ROUGE-SU4+StopWordRemoval,FNS31440,31440.TXT,0.31979,0.10094,0.15344,3

ROUGE-L+StopWordRemoval,FNS33070,33070.TXT,0.52731,0.13172,0.21078,4

ROUGE-1+StopWordRemoval,FNS33070,33070.TXT,0.53765,0.05594,0.10134,4

ROUGE-2+StopWordRemoval,FNS33070,33070.TXT,0.18492,0.02003,0.03614,4

ROUGE-SU4+StopWordRemoval,FNS33070,33070.TXT,0.27520,0.02999,0.05409,4

ROUGE-L+StopWordRemoval,FNS32538,32538.TXT,0.47365,0.29515,0.36368,5

ROUGE-1+StopWordRemoval,FNS32538,32538.TXT,0.48805,0.22847,0.31124,5

ROUGE-2+StopWordRemoval,FNS32538,32538.TXT,0.19861,0.08996,0.12383,5

ROUGE-SU4+StopWordRemoval,FNS32538,32538.TXT,0.28522,0.12098,0.16990,5

ROUGE-L+StopWordRemoval,FNS31329,31329.TXT,0.53205,0.31061,0.39223,3

ROUGE-1+StopWordRemoval,FNS31329,31329.TXT,0.61773,0.18291,0.28224,3

ROUGE-2+StopWordRemoval,FNS31329,31329.TXT,0.27124,0.06556,0.10560,3

ROUGE-SU4+StopWordRemoval,FNS31329,31329.TXT,0.38394,0.09410,0.15115,3

ROUGE-L+StopWordRemoval,FNS30913,30913.TXT,0.41118,0.30627,0.35105,3

ROUGE-1+StopWordRemoval,FNS30913,30913.TXT,0.52665,0.26723,0.35455,3

ROUGE-2+StopWordRemoval,FNS30913,30913.TXT,0.17314,0.08065,0.11005,3

ROUGE-SU4+StopWordRemoval,FNS30913,30913.TXT,0.28617,0.12966,0.17846,3

ROUGE-L+StopWordRemoval,FNS31452,31452.TXT,0.47302,0.20749,0.28845,5

ROUGE-1+StopWordRemoval,FNS31452,31452.TXT,0.54379,0.13253,0.21312,5

ROUGE-2+StopWordRemoval,FNS31452,31452.TXT,0.19351,0.04218,0.06926,5

ROUGE-SU4+StopWordRemoval,FNS31452,31452.TXT,0.30006,0.06365,0.10503,5

ROUGE-L+StopWordRemoval,FNS32541,32541.TXT,0.39607,0.32463,0.35681,3

ROUGE-1+StopWordRemoval,FNS32541,32541.TXT,0.47837,0.29163,0.36236,3

ROUGE-2+StopWordRemoval,FNS32541,32541.TXT,0.12191,0.07716,0.09450,3

ROUGE-SU4+StopWordRemoval,FNS32541,32541.TXT,0.23834,0.14605,0.18111,3

ROUGE-L+StopWordRemoval,FNS31573,31573.TXT,0.57599,0.29725,0.39214,4

